takeoff,takeoff_no,landing,duration,distance,competitors_no,result_place,date,desc,max_alt,max_lift,glider
Zabocevo,1,"",124,-nan,null,null,"1999-07-19",Zabocev trikotnik mocan vshodnik ki nas je nazadnje vseeno spihal na tla.,1750,4.7,stratus
Ambroz Smucvisce,1,"",106,-nan,null,null,"1999-07-20",Trikotnik ojstrica pristal sem v Kamniski bistrici,2047,4.4,stratus
Ambrož,1,"",23,-nan,null,null,"1999-07-27","",null,3,stratus
Ambrož,1,"",48,-nan,null,null,"1999-07-27","",null,2.6,stratus
Zavrh,1,"",22,-nan,null,null,"1999-07-30","",null,0.9,stratus
Abrož,1,"",53,-nan,null,null,"1999-07-31","",null,3.4,stratus
Zabočevo,1,"",13,-nan,null,null,"1999-08-01","",null,1.4,stratus
Zabočevo,1,"",7,-nan,null,null,"1999-08-01","",null,1,stratus
Prižnica,1,"",135,-nan,null,null,"1999-08-02","",1925,5.7,stratus
Prižnica,1,"",38,-nan,null,null,"1999-08-03","",1181,2.4,stratus
Ambrož,1,"",104,-nan,null,null,"1999-08-04","",1705,3.8,stratus
Zavrh,1,"",7,-nan,null,null,"1999-08-08","",1019,0.6,stratus
Zavrh,1,"",90,-nan,null,null,"1999-08-11",Super jadranje,1562,4.8,stratus
Zavrh,1,"",78,-nan,null,null,"1999-08-13","",946,2.4,stratus
Ambrož,1,"",137,30000,null,null,"1999-08-14",Super Letenje pihal je zahodnik. Sam sem letel po kalskem grebenu do Kmetije bilo je nekoliko neugodno zato sem se vrnil potem sem preckal na Potosko. Bilo je kar zajebano zaradi prevcejsnje jakosti vetra. Ko sem jo pobral pa sta zamano prisla Jurij in Jocif. Drugi niso sli. Leteli smo do krizke in naza. nazaj se nam je vse pokrilo tako da smo preckali mozjanco nizko. Tu je spet posijalo sonce in z Jurijem sva pobrala dvesto metrov. Priletela sva skoraj do cerkelj.,2008,4.4,stratus
Zavrh,1,"",84,-nan,null,null,"1999-08-22",Z jernejom smo se peljal na staret se Nina in Uros ZA nami pa so prišli se Joze Juri Tereza, Luka Dusan Bostjan kasneje se Marjeta in Herman. Super letenje nekoliko mocan veter. Mislil sem ze odletet na primorsk a se mi je zdelo da bo tam premočno lepe baze 1800. Bil sem v bazi. Kasne je smo pristajali na startu potem pa se enkrat.,1829,3.7,stratus
Zavrh,1,"",57,-nan,null,null,"1999-08-22",Tereza ze drugic nehote pristajala na startu.,null,3,stratus
Priznica,1,"",148,30000,null,null,"1999-08-23",Startal smo ob pol dveh Jaz Miha Grega  skupaj smo pobrali do baze in mal notr. Bilo je super ko sem se vozil po robu oblaka. Ko sem pogledal nazaj sem videl glorijo in svojo senco. Nazalost sem imel poslikan film. Od tu sva z Mihatom odletela na zavrh pod druge baze ki pa so nama razpadle. Vrnila sva se vsak po svoje Miha je sel proti planinci pa cez Zabocevo, sam pa sem sel proti Vinjemu vrhu. Iz nekje sredine pa sem se zapeljal cez v krimcek. Tu sva  z Bostjanom zvrtila 6mski stbr. Grega je ze prej odletel in pristal med cerknico in rakekom. Z bostjanom sva se zapeljala do vinjega a je kazalo zelo slabo nato pa je bostjan napravil super potezo. Odpeljal se je kar cez plafon na drugi strani pa stbr. Kar je logicno tu piha cez in prozi stbr na drugi strani kjer je biulo sonce in veika ravnina. Delalo je z druge strani tu sva pobrala fdo baze z 900m 100m nad podnom. Miha nama je sledil in ravnotako pobral. Na unc sem prisel nekoliko za Bodstjanom in ujel sonce pobral na 1600 se odpeljal do Ravbar komande pobral na 1800 do baze nato pa sem se odlocil za smer col. Proti pivki ni bilo baz proti razdrtem tudi ne. Pod bazami sem sicer dobil neko dviganje a jih je filalo iz strmce. Tu sem mogoce napravil napako saj sem se peljal naravnost proti razdrtem namesto da bi letel proti prvim grebenom. Pristal sem na mitnici Razdrto.,1909,6,stratus
Kovk,1,"",20,-nan,null,null,"1999-08-24",Z erzotom in Gregatom smo sli na kovk bolj na izlet bilo je namrec vse pokrito in pri avtih in na startu je pihalo celo nekoliko dol. Najprej je sel Dane a je kazalo da je ze scuru ko se je spet poksazal v visini starta. Za njim sem startal jaz in takoj pobral na 1395. Nato sem se sel mal pelat in ko sem se vrnil nisem okoli starta dobil nobenega dviganja zato sem pristal in spravil v luft Erzota ki je precej prekljinjal saj ni mogel startat. Kasneje sta prisla na start Damjan in Ajo a je veter ze tako pihal dol da jeajo dvigoval padalo proti grebenu. Grega je se zmeraj jadral.,1395,3,stratus
Zabocevo,1,"",48,-nan,null,null,"1999-08-25",Drugi so ze prej jadrali sam pa sem prisel kasneje da malo pojadram nato sem se sel ucit. Jadrl sem pobazah, pristal na rakitni in sel pes do avta.,1670,4,stratus
Priznica,1,"",80,-nan,null,null,"1999-08-26",Ko je Erzo podrl start in zaklel sem jaz startal. Naj prej je bilo vredu zdelo se je pac da je precej vetra in manj termike. Pred nami je prisel na start Grega in ze odletel. KO smo bili vsi v zraku smo lokalno jadral saj visine nismo mogli nabrat bilo pa je precej razbutan. Sam sem imel kar precejsne tezave.,1160,3,stratus
Grmada,1,"",9,-nan,null,null,"1999-08-29",Sli smo pes na grmado z namenom da odletimo. Erzo Grega Rajko jaz Milena in,null,null,stratus
Zavrh,1,"",10,-nan,null,null,"1999-08-31",Zavrh ni a je bostjan reku da zabocevo ne bo. Kasneje ko smo pocurl smo sli vsi v zabocevo.,null,null,stratus
Zabocevo,1,"",82,-nan,null,null,"1999-08-31",Tako j ko sem pristal sta prisibala Jurij in Tereza in sta me pobrala. Sli smo na zabocevo in sel sem prvi v zrak. Takoj ko sem nekoliko pobral je postalo precej razbutanao . Nikakor nisem mogel cez visino 1200 tu pa je bilo precej neugodno. Startala je tereza in sla z grebenon v dolino potem se Bostjan. V tem trenutku sem dobil lep stbr levo od starta ki pa je sel do baze na 1900. sedaj je startal se grega in se nekako zadrzeval v zraku. Čerček je za njim cakal na veter in v koncni fazi samo scuru. Grtega in jaz sva se se vozila po celi dolini nakar sem jaz pristal na Zavrhu in peljal gregatu avto.  Jurij in Tereza sta testirala padal in kaze kot da gre pri polni brzini 25kmh ni cudno da jo spiha.,1900,4,stratus
Javorniki,1,"",62,-nan,null,null,"1999-09-06",Nov start z Erzotom sva startala na javornikih nad crnium vrhom. Prvi sem sartal jaz in skoraj scuru  v dolino. Veter je kasneje nekoliko pojacal zacela pa sva tudi vrtit termiko ki naju je pripeljala do baze 1600m. Letela sva po celi dolini do cola. In nazadnje scurla.,1577,4,stratus
Skirca,1,"",0,-nan,null,null,"1999-09-08",Po sihtu sva sla z erzoptom na skrco a ni pihalo zadfost da bi jadrala jaz sem skocu enkrat erzo pa dvakrat,null,null,stratus
Zabocevo,1,"",50,-nan,null,null,"1999-09-09",Uros Erzo in jaz smo sli na zabocevo ker sem jih jaz shecal in odločitev je bila prava saj smo fino jadrali kasneje je prisel se jernej,1350,3.5,stratus
Sv.LovrencP.G.,1,"",80,-nan,null,null,"1999-09-11",V polhovem Gradcu smo se dobili jaz Grega in Juri ter odšli na lovrenc z sedla smo sli pes do starta kar po grebenu. Na začetku je bilo jadranje na veter in je bilo precej bz potem pa so se začeli prožiti stebri in poberalismo se lepo tudi zunaj. Bil je kar mocan v3eter severo vzhodne smeri. Poberali smo se neverjetno nizko. Lahko bi odleteli proti vrhniki, a se za to nismo odločili. Kasneje nas je Rajko pogostil pogovarjali smo se glede plezanja in letenja z zmajem. Odločili smo se da poizkusimo z zmajem in da ga skupaj kupimo od rajkota. Zjurijem sva dobr motala stbre in sva se vozila zelo blizu skupaj bilo je res uzivansko jadranje.,1200,4.5,stratus
Zavrh,1,"",91,-nan,null,null,"1999-09-12",Dobili smo se pri lovcih in odsli na zavrh ker naj bi Jurij peljal Galjo z tandemom izkazalo se je da je bil zavrh prava odločitev. Prvi je startal Ezo takoj za njim pa jaz. On je odletel na dol jaz pa desno in sem komaj vzdrzeval visino. Tudi Erzo bi skoraj scuru. Potem sem se zapeljal v trebevnik in zvrtil na 1100 ta čas se je tudi Erzo že zmazal iz težav. Sedaj sem nabral na 1370 in se odpeljal na planinco. Hotel sem pobrat planinco in odletet v zabočevo. A na planinci nisem dobil nobenega dviganja saj termika ni bila dovolj močna. Reševal sem se čisto nizko in dobil stber čisto nad hišami. na začetku je bil zelo razbit a močan potem pa se je ustalil namotal sem navpično gor do erzota ki se je spet vračal iz dola bil pa je na 1480m.  Ta čas so prišli še rakitčani Boštjan je scuru na prižnci. Jurij in Galja sta že nekaj časa jadralapotem pa smo se jaz erzo in tandem odpeljali na staro vrhniko. Drugi so se lepo peljali jaz pa sem bil na javorču 710m in ne bi prišel če nebi na trojici dobil stbra in pobral še 100m. Od tu sem odletel čez staro vrhniko napravil asimetrijo letel čez našo hišo in pristal na uradnem pristanku Stara vrhnika poleg Jurija in Erzota. Jurij je bil prvi ki je priletel na Staro vrhniko z tandemom. Na 1400 je bila inverzija.,1370,4.1,stratus
Ulovka,3,"",10,-nan,null,null,"1999-09-17",Agring pika tekma za litr snopca. V prvo sem trofnu piko na to dva metra in v tretje piko z ritjo.,null,null,stratus
Ulovka,1,"",10,-nan,null,null,"1999-09-18",lez v dolino z Erzotom sva bila v visini kurena al nisva mogla letet domov pristala sva pri skupnk.,null,null,stratus
Lijak,2,"",40,-nan,null,null,"1999-09-19",z gregatom sva sla na lijak kjer sta se pridruzila se tina in peter bilo je zelo plohnsato. Veliko je pokrivalo in prvič smo samo skočili kasneje se je začela kazari neka jasnina tako da smo sli se enkrat na start. Sedaj smo zajadrali. Zanimivo da smo pristali le minuto pred pravim nalivom.,null,null,stratus
Kovk,1,"",35,-nan,null,null,"1999-09-22",Po terenu sva z Etzotom sla na kovk pihalo je kar precej a baze so bile bozanske nekoliko nizke a zelo pogoste. Nabrala sva do baze nekoliko zunaj. In ker sva videla planino in domaco vrhniko sva kar porinla v javornike kjer pa ni bilo baz oz so razpadle pihalo je zelo mocno tako da sva bila namestu in nekoliko rikverc. pristala sva na polju pod javorniki.,null,null,stratus
Kovk,1,"",69,-nan,null,null,"1999-09-24",Z erzotom sva letela trikotnik ki se nama ni ravno posrecil baza je bila na 1400 in tako visoko sva tudi sla na col vnila sva se zelo nizko rezo je odletel na vipavo jaz pa sem sel na to da poberem pod kovkom oba sva scurla. Je pa bila moznost da bi se iz cola takoj odpeljala na nanos kar bi nama mogoče uspelo potem bi tudi napravila trikotnik.,1400,null,stratus
Buzet,1,"",120,-nan,null,null,"1999-09-25",Miha Grega in jaz smo sli na buzet in se dobro odlocili saj smo kar dobro jadrali kar drugje najbrz ne bi. Nevi je se povecal start,1299,3,stratus
Kovk,1,"",59,-nan,null,null,"1999-09-29",Jurij in Bostjan so sli na Priznico jaz in Erzo pa na kovk jer sva takoj pobrala do baze 1800 potem pa se kar mal not. Do crnega vrha sva imela super baze potem pa jih je zmankal erzo je porinu naprej jaz pa sem cakal da bi cim več pobral nazadnje je se to razpadlo. tudi sam sem se odpeljal proti hotedrsci in na mestu kjer je prej erzo poberal nekaj zgolfal. od tu sem se peljal proti kalcam in vmes nekaj pobral tako da sem se odpeljal čez do logaskega kamnoloma od tu pa sem vrttil nulco do konec logaskega polja.,1900,4,stratus
Kovk,1,"",45,-nan,null,null,"1999-09-29",Se mal na veter pojadrat.,1020,2.6,stratus
Zabocevo,1,"",87,-nan,null,null,"1999-10-01","",1270,4.4,stratus
Ilirska bistrica,1,"",30,-nan,null,null,"1999-10-02",Po startu zviz na 1600 in zviz z vetro proti javornikom. Veliko prepesacil in odstopal v bistrico kjer se je grega posteno aletel.,1618,4.1,stratus
Zavrh,1,"",10,-nan,null,null,"1999-10-06","",771,1.4,stratus
Zabocevo,1,"",79,-nan,null,null,"1999-10-07",Po faxu takoj na Zabocevo kjer je ravno sartal Jurij. Supr pogoji zelo je zeblo izgubil sem rokavico a smo bili najbr zadnjic v letu 99 na cez 2000m erzo je odleztel na staro vrhniko jaz sem sel na rakitno ker sem mislil da bom umru od mraza juri pa je namotal na 2400 in tudi pristal na rakitni.,2110,5.4,stratus
Priznica,1,"",10,-nan,null,null,"1999-10-08",Inverzija,1264,3.3,stratus
Ilirska bistrica,1,"",57,-nan,null,null,"1999-10-09",S tarasom sva sla na st vrh kjer so ze leteli grega in jeri in drugi fino letenje,1412,3.8,stratus
Ilirska bistrica,1,"",36,-nan,null,null,"1999-10-09",po pristanku na startu,1332,4.2,stratus
Kovk,1,"",62,-nan,null,null,"1999-10-10","",995,3.5,stratus
Slivnca,1,"",69,-nan,null,null,"1999-10-12",Super letenje na Slivnici Erzo Juri Tereza jaz termika.,1559,3.8,stratus
Zabočevo,1,"",28,-nan,null,null,"1999-10-15",Scuru,858,2.9,stratus
Lovrenc,1,"",131,-nan,null,null,"1999-10-16",Z gregitom super letenje najprej do 1000m 1400 na Koreno in nazaj.,1400,5,stratus
Zavrh,1,"",112,-nan,null,null,"1999-10-17",Super letenje na zavrhu najprej sva z Erzotom dobr zmotala pol pa sva ze vozila pod oblaki kasneje nas je spustil veter pa je pojacal tako da bi kmalu visu na drevesu kasneje sem komaj dobil en stbr sa sem ga zmotal tako kot erzo grega in joze cez javorc na d staro vrhniko sem bil na 800m potem pa sem odletel skoraj do ligojne in nazaj na poidcelu sem imel se super dviganja.,1503,4.5,stratus
Crni Kal,1,"",88,-nan,null,null,"1999-10-24",Precej mocan veter a zaradi mocne termike vzdrznmo in zanimivo jadranje.,910,5.1,stratus
Zbevnica,3,"",15,-nan,null,null,"1999-10-30",Para safari metali smo se z hriba enkratsemsel se pes na zbevnico.,null,null,stratus
Buzet,1,"",10,-nan,null,null,"1999-10-30",Pet minut jadranja in let v dolino sam sem letel xxxa.,null,null,xxx
Buzet,1,"",10,-nan,null,null,"1999-10-31",petminutno jadranje in pristanek na hribu nazalost sem moral domov svece zažigat medtem ko so ostali naslednji dan lepo leteli.,null,null,stratus
Zavrh,1,"",60,-nan,null,null,"1999-11-08",Super jadranje sicer brez kaksnih višin. Na koncu sva z erzotom jadrala še na Javorču od kodre sva odletela čez bajer do tarasa. Lahkobi odletela domov.,null,null,stratus
Zavrh,2,"",15,-nan,null,null,"1999-11-12",Ničvetra. Treniranje podnšpirale.,null,null,stratus
Javorniki,3,"",45,-nan,null,null,"1999-11-13",Mickan presvoh kasneje se je naredilo. Jernej inerzo sta dobr pobrala.,null,null,stratus
Kovk,2,"",105,10217,null,null,"1999-11-13",Vino jadranje nekajtermike Jurij je tandemiral kasnjese prisla se Jernejin Erzo kinista sla do konca v kot kot mi. Aleš probavalpadal.,null,null,stratus
Lijak,1,"",58,-nan,null,null,"1999-11-20",Bostjan je napovedal super dan da gremo na 2000. Ko smo prisli na start je Aleš ravno štartal. Hitro sem štartal in dobil tako dviganje da sem kar vriskal. Višje sta bila Aleš In Raul. Sam sem odletel na sveto goro in nazaj a sem komaj preletel škabrijel.,null,5,stratus
Lijak,1,"",90,-nan,null,null,"1999-11-25",Danes sva z Razingerjem letela na lijaku. Bili so naravnost super pogoji. Pihala je rahla burica + termika v zraku je bilo cist mirno razen termike - ni bilo turbolentno. Dosegali smo višine do 1550m. Letela pa sva v pasu kucl(čavn) - škabrijel. Na koncu sva namotala na rampi na 1500m in se zmenila da dirkava na hanger pred lijakom in v start pobrat.Kar me je presenetlo je bilo to da me je Razo na spidu suvereno dol poču. Ko sva startala sva bila do metra na isti višini in v razmaku nekaj metrov(vzporedno). Jaz nisem od rampe do hangerja niti za trenutek spustil polnega gasa. Miha je baje minimalno spustil trime in minimalno pohodil gas(tastar sektor). Njegov komentar je bil kasneje sem bil prepričan da se ti je strgal gas.(brez heca) Nekako podobno me je zadnjič Juri vendar sem si mislil on ga je pač pohodil preko mere. Poleg tega sem opazil še nekaj drugega pri teh timih nisem imel prigasu nobenega resnega zapiranja zelo rad pa dela ušeska in tudi v pogojih kot so bili danes. Opazoval sem zakaj.Tretja vrvica A(zunanja) je čisto brez pritiska stabila je pri polnem gasu čisto losana. Pritisk v kupoli na ušesih je ravno tako zelo majhen, tako majhen da se hočejo narediti ušesa (blago na celicah na prednjem robu se kar usloči to samo na ušeskih kot da bi bilo premalo zraka - pritiska)  Za povrhu pa sem danes opazil večjo tendenco zgoraj opisanega na levem ušesku(do sedaj nisem opazil) preveril sem kako tiščim gas in ugotovil da ga simetrično na obeh gurtnah do konca. Kar štima.  Sedaj moram preveriti simetičnost dolžin vrvic upam da se niso kaj deformirale.(Razotove vrvice so tudi že bol preživele) Kake nesimetričnosti pri trim speedu nisem opazil. (letos imam na strausu točno 128ur, kar je malo)Za hitrost bom probal še z balastom na karabinih, drugače pa bi mogče raje dal gor stare gurtne. Ali bi bilo možno da, če si gurtne že poslal nazaj, da bi ko bo Jurij vračal padal prešrafali gurtne??,null,3.8,stratus
Lijak,1,"",60,-nan,null,null,"1999-11-26",Z Erzotom sva imela kar uredu pogoje.,null,3,stratus
Lijak,1,"",150,-nan,null,null,"1999-11-27",Cela klapa je letela na lijaku z jurijem sva odletela na nanos in nazaj do anje priklopili smo kovk samo da jaz nisem več pobral.,null,4,stratus
Lijak,1,"",30,-nan,null,null,"1999-11-28",Lijak malo bol kritičen zmajarji so vsi prileteli na lijak. Napravil napako.,null,2,stratus
Kovk,1,"",60,-nan,null,null,"1999-12-21",Z erzotom prišli so še Domn in Križnar Lajovc super letenje motov sm z enim orlom,null,null,stratus
Zavrh,1,"",10,-nan,null,null,"1999-12-22",Jaz Uroš in Erzo smo skočil z erzotom sva dobla mal stbrčka,null,null,stratus
Lijak,1,"",65,5500,null,null,"1999-12-23",Super jadranje letel sem z up sedežom,null,3,stratus
Lijak,1,"",115,-nan,null,null,"1999-12-30",Erzu Juri Dominik sli smo na dva 2150 na čavn,2190,5,stratus
Lijak,1,"",80,-nan,null,null,"1999-12-31",Sam sem sel na lijak kjer je celo pihalo malo dol. A takoj ko sem startal sem ga namotal naravnost na 1650m potem pa na seveto goro . Do škabrijela je dobr pelal in nisem izgubil dosti potem pa kar precej do cerkve. Z svete gore sem letel na sabotina kjer sem z 800 spet pobral na 1300m in nazaj sedaj je pod lijakom ze tako tumbalo da sem sel v dolino.,1650,5.6,stratus
Lijak,1,"",95,-nan,null,null,"2000-01-01",Vsi smo leteli na Lijaku Nina Jery Juri Tereza Uroš Erzo Boštjan Simon Grega Alenka Startal sem prvi a je bilo zelo mejno ravno da nisem scuru nekajkrat. Potem sem odletel na Danijela in pobral čez greben. Kasneje se mi pridruži erzo. Jaz sem šel na lijak ko pa sem se vrnil sva z Erzotom odletela še na škabrijela.,700,3.2,stratus
Lijak,1,"",88,25700,11,1,"2000-01-08",Prva Zimska liga 99/2000. Organizasao Jernej in Nina. Od kar nekaj obiskovalcev lijaka jih je tekmovalo samo 11. Glavni favoriti smo bili Lotrič, Erzo in Jaz. Tudi leteli smo tako. Bili smo daleč pred vsemi. Največja fora ki sem jo hotel izvest a mi ni v popolnosti uspela. Na Danijelu sta bila Lotrič in Erzo zelo nizka in če nebi pobrala bi jih sploh nabil. Jaz sem namreč pobral na lijaku in letel direktivca na kromberk. Tu smo prišli skupaj le da stase ona dva odpeljala nazaj v greben jaz pa direktivca na križišče in v cilj. Ko sem bil nad uradnim pristankom sem že videl da sem zmagal in da bom lepo preletel cilj. Kljub temu da sem zmagal sem napravilkar nekaj napak. Prvomoram bolj idealnoodletet obratne točk. Pilon sem šel absolutno prehitrven in sem izgubil velikovišine in kasneje časa ker sem se zunaj vozil in čakal na pilon. Ko sva se z erzotom pobrala nekoliko čez greben lijaka sem jez kar porinu naprej čeprav sem vedel da bo kriza tu sem spet izgubil kar nekakaj časa saj se je erzo lepo zapeljal čez mene. Marijo sem spetobrnil neprecizno. Proti rampi si moral jiti vsaj po višini grebena nazaj pa si lahko kar nisko priklopu saj si letel z vetro in si že dobival stbre. Na marijo lahko nižje porinu. Moja prva zmaga a lepa z lepo samostojno odločitvijo.,null,4.5,stratus
Lijak,1,"",48,-nan,null,null,"2000-01-15",Inverzija tako da smo jadral v višini grebena na danijelu ni bilo preveč prepričljivo.,null,2.3,stratus
Zavrh,1,"",63,-nan,null,null,"2000-01-16",Miha Grega in Mateja so sli na lijak Jurij Erzo jaz Jože simon Tereza in Natalija pa na zavrh prav začudujoče bilo je odlično super dviganja bilo je sicer nekoliko razrukan odletel sem na staro vrhniko. Termika pa povsod sneg neverjetno.,995,5.1,stratus
Lijak,1,"",30,-nan,null,null,"2000-01-25",Z anžurjem sva letela na lijaku bilo je zelo mraz. Startal sem prvi in z 5.7 dviganja navrtil na 1300m. Potem pa jetako zahladilo da nisem več zdržal bilo je zelo razrukan v normalnem letu sem imel 6m spuščanja pristajal sem ob cesti kjer puščamo avtomobile.,1300,5.7,stratus
Lijak,1,"",105,-nan,null,null,"2000-01-26",Spet expedicija napad na kurirčka samo da nas je zjebala inverzija. Bilo je se kar razrukan in pihal je kar dobro vzhodnik. Takoj po štartu nisem dobil nobenega dviganja tako da se je zazdelo da je kriza potem pa sem namotal desno od štarta dokončno pa sem popravil na tarasovem robu. odletel sem proti rampi pihl je vzhodnik a ne čez. Na rampi nisem mogel pobrat nakar priletita erzo in anžur. Sam sem odletel na marijo kjer sem dobil še en stbr od tu pa direkt v čaven. Erzo ki je bilše nižji je scuru sam pa sem dobil pod skalami neko dviganje in sem se skobacal nazaj na 850. Višje nisem mogel tako da sem potem odletel do Ajdovščine.,909,3.2,stratus
Kovk,2,"",34,-nan,null,null,"2000-01-28",Reševanje ponesrečenca.,null,2.7,stratus
Vremščica,2,"",15,-nan,null,null,"2000-01-30",Tandemiranje prvič v življej.,null,null,stratus
Ženček,1,"",0,-nan,null,null,"2000-02-01","",null,null,stratus
Lijak,1,"",60,-nan,null,null,"2000-02-03",Lijak lokalno jadranje do kucla.Repovž pa spet skozi oblak na 3300m.,1100,null,stratus
Zavrh,1,"",9,-nan,null,null,"2000-02-04",Skok v dolino cac 1800 na lijaku.,null,null,stratus
Lijak,1,"",120,32000,null,null,"2000-02-05",Letos prvič kurirčka brez vetra zelo plazilsko.,null,null,stratus
kovk,1,"",20,-nan,null,null,"2000-02-06",Inverzija je postala gnojnica. Skok v dolino.,null,null,stratus
Strmca,1,"",51,-nan,null,null,"2000-02-06",Prelet na Planino.,null,null,stratus
Amrožar,1,"",90,-nan,null,null,"2000-02-10",Ambrož višina zvoha.,null,null,stratus
Lijak,1,"",109,-nan,null,null,"2000-02-12",Lijak super se je nardil z malo sonca smo letel na sveto goro nekateri še na sabotin in nazaj.,null,null,stratus
Razpadalica,1,"",120,30000,null,null,"2000-02-13",Zimska liga dost poučno.,null,null,stratus
Lukovc,2,"",45,-nan,null,null,"2000-02-20",Obtekajoč veter nič za naučit. Enkrat namota Jurij potem pa še jaz  tu pa tam kak balon.,null,4.1,stratus
Ambroz,1,"",122,-nan,null,null,"2000-02-23",Abrož zgledalo je super potem pa vsa stvar ni bila tako preprosta ker sva  z Razingerjem startala na srednji poseki pod inverzijo tako da sem se celo uro in pol matrov pobrat skoz inverzijo na njo pa so bile baze višje kot 2500 do njih nisem mogel tudi potem ko sem že bil nad iverzijo odletel sem do roba Zvoha vendar naprej zaradi malo višine mraza nisem šel.,1850,4.1,stratus
Samotorca,1,"",16,-nan,null,null,"2000-02-24",Kratko jadranje je pa bilo to prvič da sem tu jadral z Gregitom sva prov fino zvrtela en stbr.,null,null,stratus
Lijak,1,"",10,-nan,null,null,"2000-02-26",Peš na lijak in skok v dolino.,null,null,stratus
Lijak,1,"",75,-nan,null,null,"2000-02-27",Super dirka Lijak Tabla Nanos Lijak. Super letenje na 2000m vshodni vetr na Vipavi nas odplakne z grebena potem pa vsi poberajo kjer hočejo. Na vipavi sem naredu napako mogu bi se odpelat ven in bi mogoče pobral. Neredu sem še napako da sem se vedno peljal bol zunaj kjer se zrak ze bolj spušča namesto odzadaj na grebenu kjer se se ne. Zmagal Matre Novak.,null,6.3,stratus
Lijak,1,"",200,50000,null,null,"2000-02-28",Z Erzotom sva Napovedala Zabiče. Sam sem bil že prej skeptičen da pa bi letela proti vrhniki pa sploh nisem verjel. Prej sem imel v mislih Tolmin. Ko sem startal sem takoj lepo pobral in čakal Erzota in Uroša ki sta se pobirala na štartu. Erzo bi skoraj scuru. Ta čas sem zvrtel na 1480 in je bilo tako razrukan da me je bilo kar strah. Bil sem v višini inverzije. Ta se je kasneje očitno dvignila  saj smo že na Čavnu namotal na 1800 ven pa sva se z Erzotom odpeljala na 1500. Zunaj ni bilo videt baz je pa res da se tudi ni videlo kaj daleč saj je bilo zelo zamazan. Na začetku je bilo videt zelo kriza. Na Šmartnem sva se poberala z 600 700 metrov nazaj na 1900. Situacija za naprej je bila zelo slaba. Proti zabičam ni šans vetr. Tu sem imel v glavi še idejo povratek antena in nazaj na Lijak. Tu pa je veter zelo pojačal in zdelo se je že kriza zrin nazaj na Vipavo. Moral sem letet z gasom saj sicer ni šlo nikamor. Tu sem že dobil idejo da grem na vipavo in proti vrhniki sa sem videl super baze po dolini proti colu. Nakar to potrdi se jedrilica nad colom. Ezotu sem to v tem trenutku tudi rekel a se na moj poziv ni odzval. Njegove besede:\"Letel je kot Gluha svinja.\" Na vipavi poberem na 1900 in me nekoliko zanese odzad. Nekaj puhkov je bilo proti strmci vendar se tja nisem upal saj prevoza ne bi imel. Tu sem se moral odločit ali letim nazaj na razdrto in z erzotom domov ali pa grem in kekako naštopam. Odletel sem proti colu kjer sem bil še na 1500m. Nad javorniki pa sem pobral iz 1300 na 1600 več pa nisem mogel saj so mi baze že razpadale poleg tega je bil tu še zelo močan zahodnik. Na hotedrsci se znajdem v zelo znanem položaju na podobni višini z podobnimi razmerami. Na Ravniku uspem nekaj zgolfat in se odpeljem v smeri Vrhnike na desni pa gleam Logatec. Sem zelo nizko. Če nad Log Žibršmi v bližini vojašnice ne bi še enkrat pobral bi spet pristal  na koncu log. polj.  Ko sem dobil dviganje in sem naredil nekaj zavojev sem že videl da sem na Vrhniki. Ze nekaj casa nisem občutil tega občutka. Na zadnje sem na veter pobiral na Javorču na zelo zanimivi strani in ker višje ni šlo termike ni bilo sem se  odpeljal proti Pakem čeprav sem vedel da je konec.,1950,5.1,stratus
Buzet,1,"",166,39000,null,null,"2000-03-12",Zanimiva dirka zelo velike višine in veliko pokrivan tako da je bilo kar zajeban.,2173,5.5,stratus
Samotorca,1,"",55,-nan,null,null,"2000-03-21",Prvič res zmotal na samotorci oz na Korenu na 1700 in odletel proti borovnici Prišel le do Trojice pa kev kev domov.,1750,3.5,stratus
Ambrož ZG,1,"",218,61000,null,null,"2000-03-22",Dolinšku:  Zakaj nisi šel za nami? Na dobrči sva se z Lotričem ločila. Sam sem šel zad proti Begunšici, Lotrič pa na Petra. ko sem se sam pobiral v Begunšici je bil on že v stolu. Samo da sva se oba kar nekaj časa pobirala. Jaz  v begunšici on pa na petru. Na stolu je bilo bomba 2100m slo je tako gor da si včasih kar nism upal obrnt.  Golica je bila svoh. Kepa pa tudi pod kepo sem se matral 45MINUT pa nism mogu pobrat da bi lahko odplaniral v Rateče. Tako da sem se potem iz obupa kar odpeljal z 1750m in scuru v Kranjski gori. Za Lotriča sicer ne vem ga potem nisem več videl. Mi je pa srečal Raul ko sem štopal v Martuljku in je rekel da je videl Lotriča kilometer pred Martulkom.  In da je še zlagal padal, tako da mi ni čist jasn kje je bil.,2100,4.8,stratus
Gozd,1,"",41,-nan,null,null,"2000-04-02",Tandemiranje z Heleno sva jadrala na gozdu.,null,3,stratus
KorenoSever,1,"",8,-nan,null,null,"2000-04-07",Sever pa skočmo namesto z samotorce kar z korena na sever.,null,1,stratus
Kovk,1,"",180,43000,"60+",15,"2000-04-08",Dirka Liga1  Kovk-Hubl-heronim-slap -podnanos vipava cilj,1625,6.9,stratus
Kovk,1,"",218,50000,"60+",9,"2000-04-09",Zelo zanimiva dirka močan vetr. Kovk-Hubl-heronim-hubl-podnanos-log-vipava.,2196,7,stratus
